"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7,7,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7,5,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Single Arm Lateral Raise (Cable)",,"",2,"normal",5,7,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Single Arm Lateral Raise (Cable)",,"",3,"normal",7,5,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Chest Press (Machine)",,"",0,"normal",39,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Chest Press (Machine)",,"",1,"normal",57,10,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Chest Press (Machine)",,"",2,"normal",57,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Chest Press (Machine)",,"",3,"normal",57,7,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Decline Bench Press (Machine)",,"",0,"normal",27,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Decline Bench Press (Machine)",,"",1,"normal",47,8,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Decline Bench Press (Machine)",,"",2,"normal",37,5,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Preacher Curl (Machine)",,"",0,"normal",36,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Preacher Curl (Machine)",,"",1,"normal",36,8,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Preacher Curl (Machine)",,"",2,"normal",29,8,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Preacher Curl (Machine)",,"",3,"normal",29,11,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Bench Press (Barbell)",,"",0,"normal",40,10,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Bench Press (Barbell)",,"",1,"normal",60,7,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Bench Press (Barbell)",,"",2,"normal",60,7,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Bench Press (Barbell)",,"",3,"normal",60,5,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Shoulder Press (Dumbbell)",,"",0,"normal",10,7,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Shoulder Press (Dumbbell)",,"",1,"normal",10,10,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Shoulder Press (Dumbbell)",,"",2,"normal",15,10,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Shoulder Press (Dumbbell)",,"",3,"normal",20,7,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Seated Dip Machine",,"",0,"normal",12,12,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Seated Dip Machine",,"",1,"normal",50,10,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Seated Dip Machine",,"",2,"normal",70,7,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Seated Dip Machine",,"",3,"normal",70,7,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Triceps Extension (Machine)",,"",0,"normal",18,12,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Triceps Extension (Machine)",,"",1,"normal",41,10,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Triceps Extension (Machine)",,"",2,"normal",41,10,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Triceps Extension (Machine)",,"",3,"normal",50,7,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Decline Bench Press (Machine)",,"",0,"normal",37,10,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Decline Bench Press (Machine)",,"",1,"normal",47,5,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Decline Bench Press (Machine)",,"",2,"normal",47,4,,,
"Lunes Push","15 Dec 2025, 17:20","15 Dec 2025, 18:20","","Decline Bench Press (Machine)",,"",3,"normal",37,6,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",18,10,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",32,10,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",59,7,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",59,7,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Seated Incline Curl (Dumbbell)",,"",0,"normal",15,5,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,10,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,10,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,7,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",14,12,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",29,10,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",29,10,,,
"Vuelta a entrenar","10 Dec 2025, 11:33","10 Dec 2025, 12:10","","Seated Cable Row - Bar Wide Grip",,"",3,"normal",13,5,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Shoulder Press (Dumbbell)",,"",0,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Shoulder Press (Dumbbell)",,"",1,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Shoulder Press (Dumbbell)",,"",2,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Shoulder Press (Dumbbell)",,"",3,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Incline Bench Press (Dumbbell)",,"",0,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Incline Bench Press (Dumbbell)",,"",1,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Incline Bench Press (Dumbbell)",,"",2,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Incline Bench Press (Dumbbell)",,"",3,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Bench Press (Dumbbell)",,"",0,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Bench Press (Dumbbell)",,"",1,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Bench Press (Dumbbell)",,"",2,"normal",8,12,,,
"Lunes Push","1 Apr 2025, 16:48","1 Apr 2025, 17:49","Probando en casa","Bench Press (Dumbbell)",,"",3,"normal",8,12,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",54,12,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",59,10,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",64,9,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",68,7,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Bicep Curl (Cable)",,"",0,"normal",23,12,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Bicep Curl (Cable)",,"",1,"normal",27,10,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Bicep Curl (Cable)",,"",2,"normal",32,10,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Bicep Curl (Cable)",,"",3,"normal",45,6,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Rear Delt Reverse Fly (Machine)",,"",0,"normal",59,12,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Rear Delt Reverse Fly (Machine)",,"",1,"normal",66,8,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Rear Delt Reverse Fly (Machine)",,"",2,"normal",66,10,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Rear Delt Reverse Fly (Machine)",,"",3,"normal",73,7,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,10,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,10,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,7,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,10,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Seated Row (Machine)",,"",0,"normal",66,10,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Seated Row (Machine)",,"",1,"normal",66,9,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Seated Row (Machine)",,"",2,"normal",73,9,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Seated Row (Machine)",,"",3,"normal",79,7,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Pull Up (Assisted)",,"",0,"normal",59,7,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Pull Up (Assisted)",,"",1,"normal",50,7,,,
"miércoles Pull","19 Mar 2025, 09:00","19 Mar 2025, 10:30","Cansado, no hice cardio.","Pull Up (Assisted)",,"",2,"normal",50,5,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Bench Press (Barbell)",,"",3,"normal",80,5,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Butterfly (Pec Deck)",,"",0,"normal",73,8,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Butterfly (Pec Deck)",,"",1,"normal",79,6,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Butterfly (Pec Deck)",,"",2,"normal",79,9,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Butterfly (Pec Deck)",,"",3,"normal",86,7,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Shoulder Press (Dumbbell)",,"",0,"normal",22,7,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Shoulder Press (Dumbbell)",,"",1,"normal",22,6,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Shoulder Press (Dumbbell)",,"",2,"normal",22,7,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Shoulder Press (Dumbbell)",,"",3,"normal",22,7,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Skullcrusher (Barbell)",,"",0,"normal",20,10,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Skullcrusher (Barbell)",,"",1,"normal",20,6,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Skullcrusher (Barbell)",,"",2,"normal",20,6,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Single Arm Lateral Raise (Cable)",,"",0,"normal",14,8,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Single Arm Lateral Raise (Cable)",,"",1,"normal",11,9,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Single Arm Lateral Raise (Cable)",,"",2,"normal",11,9,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Single Arm Lateral Raise (Cable)",,"",3,"normal",14,6,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,4,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",18,7,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",16,7,,,
"Lunes Push","17 Mar 2025, 09:13","17 Mar 2025, 11:04","A tope","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",16,8,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",54,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",59,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",64,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",68,10,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Bicep Curl (Cable)",,"",0,"normal",23,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Bicep Curl (Cable)",,"",1,"normal",27,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Bicep Curl (Cable)",,"",2,"normal",32,10,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Bicep Curl (Cable)",,"",3,"normal",45,6,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Seated Row (Machine)",,"",0,"normal",59,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Seated Row (Machine)",,"",1,"normal",66,10,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Seated Row (Machine)",,"",2,"normal",73,8,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Seated Row (Machine)",,"",3,"normal",75,7,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Seated Incline Curl (Dumbbell)",,"",0,"normal",14,4,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,7,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,10,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Seated Incline Curl (Dumbbell)",,"",3,"normal",8,10,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Preacher Curl (Machine)",,"",0,"normal",23,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Preacher Curl (Machine)",,"",1,"normal",27,7,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Preacher Curl (Machine)",,"",2,"normal",32,5,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Preacher Curl (Machine)",,"",3,"normal",18,9,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Rear Delt Reverse Fly (Machine)",,"",0,"normal",52,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Rear Delt Reverse Fly (Machine)",,"",1,"normal",39,8,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Rear Delt Reverse Fly (Machine)",,"",2,"normal",39,10,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Rear Delt Reverse Fly (Machine)",,"",3,"normal",39,12,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Pull Up (Assisted)",,"",0,"normal",59,10,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Pull Up (Assisted)",,"",1,"normal",50,7,,,
"miércoles Pull","12 Mar 2025, 08:57","12 Mar 2025, 10:33","pillanfo ritmo","Pull Up (Assisted)",,"",2,"normal",50,6,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Bench Press (Barbell)",,"",1,"normal",60,10,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Bench Press (Barbell)",,"",3,"normal",80,5,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Butterfly (Pec Deck)",,"",0,"normal",73,12,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Butterfly (Pec Deck)",,"",1,"normal",79,10,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Butterfly (Pec Deck)",,"",2,"normal",86,7,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Butterfly (Pec Deck)",,"",3,"normal",86,7,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Shoulder Press (Dumbbell)",,"",0,"normal",22,7,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Shoulder Press (Dumbbell)",,"",1,"normal",22,7,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Shoulder Press (Dumbbell)",,"",2,"normal",22,7,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Shoulder Press (Dumbbell)",,"",3,"normal",24,6,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Skullcrusher (Barbell)",,"",0,"normal",20,12,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Skullcrusher (Barbell)",,"",1,"normal",20,10,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Skullcrusher (Barbell)",,"",2,"normal",20,11,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Single Arm Lateral Raise (Cable)",,"",0,"normal",14,7,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Single Arm Lateral Raise (Cable)",,"",1,"normal",9,12,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Single Arm Lateral Raise (Cable)",,"",2,"normal",11,10,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Single Arm Lateral Raise (Cable)",,"",3,"normal",14,6,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,8,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",23,5,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",16,6,,,
"Lunes Push","10 Mar 2025, 08:52","10 Mar 2025, 10:42","No esta mal, volviendo al ruedo.","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",16,7,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Stretching",,"",0,"normal",,,,142,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Romanian Deadlift (Barbell)",,"",0,"normal",30,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Romanian Deadlift (Barbell)",,"",1,"normal",30,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Romanian Deadlift (Barbell)",,"",2,"normal",30,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hack Squat (Machine)",,"",0,"normal",67,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hack Squat (Machine)",,"",1,"normal",77,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hack Squat (Machine)",,"",2,"normal",87,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hack Squat (Machine)",,"",3,"normal",107,5,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Leg Extension (Machine)",,"",0,"normal",62,10,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Leg Extension (Machine)",,"",1,"normal",66,10,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Leg Extension (Machine)",,"",2,"normal",73,10,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Leg Extension (Machine)",,"",3,"normal",79,8,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Seated Leg Curl (Machine)",,"",0,"normal",52,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Seated Leg Curl (Machine)",,"",1,"normal",59,8,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Seated Leg Curl (Machine)",,"",2,"normal",66,5,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hip Abduction (Machine)",,"",0,"normal",41,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hip Abduction (Machine)",,"",1,"normal",47,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hip Abduction (Machine)",,"",2,"normal",61,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hip Adduction (Machine)",,"",0,"normal",32,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hip Adduction (Machine)",,"",1,"normal",45,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hip Adduction (Machine)",,"",2,"normal",59,12,,,
"Viernes Legs","7 Mar 2025, 09:06","7 Mar 2025, 10:43","prensa rota y yo tmbn, no cardio hoy","Hip Adduction (Machine)",,"",3,"normal",73,7,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",54,12,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",59,12,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",64,9,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",68,8,,,
